WordID	MnID	Wd	SoundFile	PoS	Stem	Accent	Category	Description	Variation	RelatedWords	ExampleSentence																	
3726		ばっじゃい	ikmvoc_3726.wav	動詞	母音語幹			（魚、ヤギ等を）捌（さば）く		ばっず、ばっじゃう	っぞぅー　ばっじゃいる（魚をさばく）。																	
3727		ばっじゃう	ikmvoc_3727.wav	動詞	w語幹			（魚、ヤギ等を）捌（さば）く		ばっず、ばっじゃい	っぞぅー　ばっじゃう（魚を調理用に鱗を剥いだり、内臓を取り出したり、肉を切ったりする）。	わーゆ　ばっじゃう（豚を調理用に内臓を出したり、毛を剥いだり、肉を切ったりする）。																
3728	1	はっじゃき	ikmvoc_3728.wav	動詞	母音語幹			（狙った的を）外す、（金づちなどを釘に）あてるのに失敗する	ぱっじゃき	はっじゃつ、はっじゃす																		
3728	2	はっじゃき	ikmvoc_3728.wav	動詞	母音語幹			（動詞基本形について）しようとした動作ができない、しようとした動作に失敗する、～そこなう、～そびれる																				
3729	1	はっじゃす	ikmvoc_3729.wav	動詞	s/h語幹			（狙った的を）外す、（金づちなどを釘に）あてるのに失敗する	ぱっじゃす	はっじゃつ、はっじゃき、はっじゃす	かにふっじゅ　うんかっでぃーひー　はっじゃひー　げんのーひー　うなが　うゆびゅー　っつきーにゃーん（釘を打とうとして打ち損じて金槌で自分の手を打ってしまった）。																	
3729	2	はっじゃす	ikmvoc_3729.wav	動詞	s/h語幹			（動詞基本形について）しようとした動作ができない、しようとした動作に失敗する、～そこなう、～そびれる																				
3730		ばっじゃす	ikmvoc_3730.wav	動詞	s/h語幹			捌（さば）く		ばっじゃい、ばっじゃう、ばっず	っぞぅー　ばっじゃす（魚を捌く）。																	
3731	1	はっじゃつ	ikmvoc_3731.wav	動詞	k語幹			（狙った的を）外す、（金づちなどを釘に）あてるのに失敗する	はっじゃふ	はっじゃき	まとぅ　はっじゃきー　うーつつひー　うなが　はっじゅ　ったきーにゃーん（的を外して大ハンマーで自分の足を叩いてしまった）。																	
3731	2	はっじゃつ	ikmvoc_3731.wav	動詞	k語幹			（動詞基本形について）しようとした動作ができない、しようとした動作に失敗する、～そこなう、～そびれる	はっじゃふ	はっじゃき	いつはっじゃき（行きそびれる）。	ふぁうはっじゃき（食べそびれる）。	すかまー　あすぱっじゃきーにゃーん（仕事をやり損ねた；ちゃんとできなかった）。	やーや　ふつはっじゃきーにゃーん（家を作りそこなった［「作る機会がなかった」と「ダメな家を作った」の両方の意味がある］）。														
5794	1	はっじゃふ	ikmvoc_5794.wav	動詞	k語幹			（狙った的を）外す、（金づちなどを釘に）あてるのに失敗する	はっじゃつ	はっじゃき	まとぅ　はっじゃきー　うーつつひー　うなが　はっじゅ　ったきーにゃーん（的を外して大ハンマーで自分の足を叩いてしまった）。																	
5794	2	はっじゃふ	ikmvoc_5794.wav	動詞	k語幹			（動詞基本形について）しようとした動作ができない、しようとした動作に失敗する、～そこなう、～そびれる	はっじゃつ	はっじゃき																		
3732	1	はっず	ikmvoc_3732.wav	動詞	zz/dd語幹	C		（服を）脱ぐ		はだつ、はっだつ、はっでぃ	あいぬ　とぅくまん　つんぬぎゃー　はっじゃん（そんなところで服を脱ぐな）。																	
3732	2	はっず	ikmvoc_3732.wav	動詞	zz/dd語幹	C		（仲間から）外れる																				
3733		ばっず	ikmvoc_3733.wav	動詞	zz/dd語幹	A		（魚、ヤギ等を）捌（さば）く		ばっじゃい、ばっじゃう	ひんじゃう　ばっじ（ヤギをさばけ）。																	
3734		ばっだ	ikmvoc_3734.wav	名詞		C		脇			ばっだー　ばっだかじゃぬどぅ　あす（脇は腋臭がする）。																	
3735		ばっだかじゃ	ikmvoc_3735.wav	名詞				腋臭																				
3736		はっだかす	ikmvoc_3736.wav	動詞	s/h語幹			（服を）脱がす、（人が人に指示して服を）脱がせる		はだかす																		
3737		はっだかす	ikmvoc_3737.wav	動詞	s/h語幹			（服を）脱がせる	はだかす		つんぬ　はっだかし（服を脱がせろ）。																	
3738		はっだき	ikmvoc_3738.wav	動詞	母音語幹			（服を）脱ぐ	はだき	はっだつ、はだす、はだす	っゔぁが　っふすーつんぬ　はっだきーみーる（お前の汚い服を脱いでみろ）。																	
3739		ばっだぎー	ikmvoc_3739.wav	名詞				脇毛																				
3740		ばっだだき	ikmvoc_3740.wav	名詞				脇までの高さ、深さ		ばっだだつ																		
3741		ばっだだつ	ikmvoc_3741.wav	名詞				脇までの高さ、深さ		ばっだだき	かりゃー　ばが　ばっだだつ（彼は私の脇までしかない）。	うまぬ　いんな　ばが　ばっだだつ（（海の）あそこのあたりは脇ぐらいの深さだ）。																
3742		ばっだだに	ikmvoc_3742.wav	名詞				脇のリンパ腺			ばっだだにぬどぅ　ふくりゅー（脇のリンパ腺が腫れた）。																	
3743		はっだつ	ikmvoc_3743.wav	動詞	k語幹			（服を）脱ぐ	はっだふ、はだつ、はだふ	はっだき	ふくー　はっだきー　うーっじゅ　あっそぅ（服を脱いで水浴びしなさい）。																	
5796		はっだふ	ikmvoc_5796.wav	動詞	k語幹			（服を）脱ぐ	はっだつ、はだつ、はだふ	はっだき																		
3744	1	はっでぃ	ikmvoc_3744.wav	動詞	母音語幹	C		（服を）脱ぐ		はだつ、はっだつ、はっず	おい　すぷたら、うぬ　すぷたい　つんぬぎゃー　はっでぃる（おい、この不潔野郎、その不潔な服を脱げ）。																	
3744	2	はっでぃ	ikmvoc_3744.wav	動詞	母音語幹	C		（仲間から）外れる			やなどぅすんみから　はっでぃー　はりーにゃーん（悪い友達グループから抜けた）。																	
3745		はっどー	ikmvoc_3745.wav	成句				はず（はずだ）＋どー（終助詞）の縮約形、～はずだよ			あいはっどー（そのはずだよ）。	なつはっどー（なくはずだよ）。	いつはっどー（行くはずだよ）。	にゅーはっどー（眠るはずだよ）。	なうがらはっどー（何かあるはずだよ）。													
3746	1	ばっぱい	ikmvoc_3746.wav	動詞	母音語幹			間違える			えげ、んっちゅ　ばっぱいーにゃーん（しまった、道を間違えた）。	かにゅー　まさいてぃー　ばっぱいーにゃーん（カニをマサイだと見間違えた）。	けーさんぬぎゃー　ばっぱいな（計算を間違えるな）。															
3746	2	ばっぱい	ikmvoc_3746.wav	名詞				勘違い、間違い			つつばっぱい（聞き間違い）。	みーばっぱい（見間違い）。	きゅーまい　けいさんばっぱいや　ひーにゃーん（今日も計算間違いをしてしまった）。															
3747		はてぃ	ikmvoc_3747.wav	名詞		B		はるか遠く、1番はしの所			かまぬ　はてぃ（ずっと向こうの方）。	かまぬ　ぶらはてぃたーひー　いきゅーたい（あの遠くにある保良まで行った）。																
3748		はてぃ	ikmvoc_3748.wav	動詞	母音語幹	A		（動詞基本形について）動作が尽きる、終わる		はつ	なうばい　ふぁーんまい　ふぁうはてぃらいん（どんなに食べても食べきれない）。	あてぃ　かーま　やいば　いつ　はてぃらいん（とても遠いので行き着くことはできない）。	かいが　あぱらぎさー　あいはてぃらいん（彼女の美しさは言い尽くせない）。	きゅーんな　うぬ　ほぅんな　ゆんはてぃらいん（今日中にはその本は読み切れない）。														
3749		はてぃ	ikmvoc_3749.wav	形容詞		A		果敢な、向こう見ずな			はてぃみどぅん（失敗を恐れない果敢な女性）。																	
3750		はてぃびとぅ	ikmvoc_3750.wav	名詞				（失敗を恐れない）果敢な人、向こう見ずな人		はてぃむぬ	かりゃー　なうゆまい　いっゔぃん　はてぃびとぅ（彼・彼女は何をも恐れない強い人だ）。																	
3751		はてぃみどぅん	ikmvoc_3751.wav	名詞				勇敢で、怖さを恐れない女性			うぬ　はてぃみどぅんな　あつないや　ひどぅ　うやきん　なりーにゃーん（その失敗を恐れない女性は商売をして裕福になった）。																	
3752		はてぃむぬ	ikmvoc_3752.wav	名詞				怖さを知らない人		はてぃびとぅ																		
3753		はとぅ	ikmvoc_3753.wav	名詞		B		山鳩																				
3754	1	はな	ikmvoc_3754.wav	名詞		B		（家、机、モノの）上、上の方、（階級などの）一番上			やーぬ　はなんかい　かーらう　ぬーす（家の上［＝屋根］に瓦をのせる）。	つくいぬ　はなんかい　ぬーいな（机の上に乗るな）。	やーぬ　はなんどぅ　つっちゅぬ　いじゅー（家の上に月が出ている）。	どぅすぬ　はな　あぐぬ　はな　とぅゆまし（友達の上（一番）として同級生の上としてえらくなりなさい［古謡：［ますむいぬ歌］から）。														
3754	2	はな	ikmvoc_3754.wav	名詞		B		供え物の上または端のごく一部分			かんかい　はなう　うさぎ（供え物の上または端のごく一部を神に供える［供え物を用意して、神にお祈りをして、それから供え物の一部をトゥムたちがとって神に供える］）。																	
3755		はな	ikmvoc_3755.wav	名詞		B		花			はなぬ　つぶん（花のつぼみ）。	はなー　さきーどぅー（花が咲いている）。																
3756		はな	ikmvoc_3756.wav	名詞		B		鼻			びだばな（低い鼻）。	たかばな（高い鼻）。	はなぬ　あーぎん　ほぅがさぬ　いでぃー　いちゃかいば　ならん（鼻の上の方におできができて痛くてしかたがない）。	からー　あてぃ　いばいかいば　かいが　はなー　ぶらだかー　ならん（あいつは威張りすぎてるので、あいつの鼻をへし折ってやらないといけない）。														
3757	1	ばな	ikmvoc_3757.wav	名詞		B		頃、時期、時分			てだぬ　ぬーい　ばな（太陽がのぼる頃）。	すかま　あすばな（仕事を始める頃）。	たかー　ふー　ばな　なりーどぅー（サシバが飛来する時期になっている）。	んめ　っさらんかい　つふばな（もう平良に着く時分だ）。	ロサンゼルっさ　んなまずぶんな　んめ　ゆい　ふぁうばな（ロスアンジェルスはいまごろはもう晩御飯を食べる時分だ）。													
3757	2	ばな	ikmvoc_3757.wav	名詞		B		（あることをする）年頃、適齢期			ぶとぅとぅみ　ばな（夫を探す年頃［＞ 女性が結婚する年頃］）。	とぅずとぅみ　ばな（妻を探す年頃［＞男性が結婚する年頃］）。	んまがー　んめ　がっこー　いでぃ　ばな　なりーどぅー（孫は学校に入学する年頃になっている）。															
3758		ばな	ikmvoc_3758.wav	名詞		B		紐などを輪の形にして獲物を捕るためのもの、罠			ばなひー　たかう　ふんず（紐を輪にしたワナで鷹を引っ掛ける）。																	
3759		はない	ikmvoc_3759.wav	動詞	r/rr語幹	C		（場所から）離れる、（人から）別離する		はない（母音語幹）	ふにゃー　んなとぅから　はなりーはい（船は浜から離れて行く）。	みどぅんな　ばんから　はなりー　はりーにゃーん（妻は私から離れて行ってしまった）。																
3760		はない	ikmvoc_3760.wav	動詞	母音語幹	C		離れる																				
3761		はなう　ならす	ikmvoc_3761.wav	成句	s/h語幹			いびきをかく			ぶじゃー　はなー　ならひー　にっゔゅー（おじさんはいびきをかきながら寝ている）。																	
3762		はなう　ひつ	ikmvoc_3762.wav	成句	k語幹			風邪をひく、くしゃみをする	はなう　ひふ		やらびゃー　はなー　ひきどぅ　にっちゃ　いだひー　にっゔゅー（子供は風邪をひいて熱を出して寝ている）。	はなひつ　とぅきゃんな　ひとぅんかい　つっじゅぎゃー　とぅばすな（くしゃみをするときには唾を飛ばすな）。	なうががら　はなひつ　びとぅ（何かしらよくクシャミする人）。															
5797		はなう　ひふ	ikmvoc_5797.wav	成句	k語幹			風邪をひく、くしゃみをする	はなう　ひつ																			
3763		ばなかん	ikmvoc_3763.wav	名詞			〘形式名詞〙	〘形式名詞〙（動詞基本形について）～している間に			やらびぬ　にっゔゅー　ばなかん　つんぬ　あらーでぃ（子供が寝ている間に洗濯しよう）。	ささぎゆーいぬ　ばなかん　びきどぅんな　ほぅからっさひー　なきーたーな　うたい（結婚式の間、新郎はうれしくてずっと泣いていた）。																
3764		はながんふ	ikmvoc_3764.wav	名詞				（浜からみて）上にある岩			はながんふぬ　あーぎんな　とぅいがまぬ　うたい（岩の上に小鳥がいた）。																	
3765		はなぎー	ikmvoc_3765.wav	名詞			〘植〙	〘植〙ブッソウゲ、ハイビスカス																				
3766	1	はなす	ikmvoc_3766.wav	動詞	s/h語幹	C		（人や物を人や物から）離す、離れたところに連れていく、（部品を本体）外す			んまー　いすがすかいば　うぬ　なつっじゃうぎゃー　はなひー　うき（お母さんは忙しいのでその泣き虫を離しておきなさい）。	っざらう　ゆるから　はなす（鎌の刃を柄からはずす）。	みがにゅー　はなひーみーる（メガネを取ってみろ）。	ぬーまん　ぬーいとぅきゃんな　たづなうぎゃー　はなはん（馬に乗るときには手綱は離さない）。														
3766	2	はなす	ikmvoc_3766.wav	動詞	s/h語幹	C		（絡まったものを）ほどく			いとぅー　がでぃらくんなりどぅ　なうちゅんま　はなはいん（糸がからまってぜんぜんほどけない）。																	
3767		はなす	ikmvoc_3767.wav	名詞		B		話、相談、お話し			うたきんな　じゃう　はなっそぅたーな　あっそぅ（ウタキではいい話だけしなさい）。	っゔぁとぅ　はなすぬどぅ　あい（お前と話がある）。	あいぬ　はなっそぅぎゃー　つきゃー　みーん（そんな話は聞いたことがない）。															
3768		はなず	ikmvoc_3768.wav	名詞		A		（船などの）先頭部分、（動物などの）鼻先	はなでぃ		ふにぬ　はなず（船の船首）。	ぬーまぬ　はなず（馬の鼻先）。																
3769		はなた	ikmvoc_3769.wav	名詞		A		崖、絶壁			いんぬ　はなた（岸壁）。	やまぬ　はなた（山の崖になっているところ）。																
3770		はなでぃ	ikmvoc_3770.wav	名詞		A		（船などの）先頭部分、（動物などの）鼻先	はなず		ふにぬ　はなでぃ（船の先端）。																	
3771		はなならす	ikmvoc_3771.wav	名詞				いびき			かまぬ　っざが　はなならっさ　んじゃたーひーまい　つかいどぅす（あそこのお父さんのいびきはどこまでも聞こえる）。																	
3772		はなぬぱー	ikmvoc_3772.wav	名詞			〘祭礼〙	〘祭礼〙七杜の上位五人の司　［ウーンマ、アーグシャ、ナカバイ、アーグシャヌ　トゥム、ウーンマヌ　トゥムからなる」		はなぬんま																		
3773		はなぬんま	ikmvoc_3773.wav	名詞			〘祭礼〙	〘祭礼〙七杜の上位五人の司　［ウーンマ、アーグシャ、ナカバイ、アーグシャヌ　トゥム、ウーンマヌ　トゥムからなる」		はなぬぱー																		
3774		はなひつ	ikmvoc_3774.wav	名詞				風邪、くしゃみ			からー　いつまい　ゆーどぅ　はなひつ　あす（彼はいつもくよくしゃみをする）。																	
3775		はなぶー	ikmvoc_3775.wav	名詞				下駄などの緒の先の部分、鼻緒			あっちゃぬ　はなぶーぬ　つってぃーにゃーん（下駄の鼻緒が切れた）。																	
3776		はなみず	ikmvoc_3776.wav	名詞				鼻水																				
3777		はなむつ	ikmvoc_3777.wav	名詞				（海岸の）切り立っているところ、崖			いんぬ　はなむつ（海岸べりの崖）。																	
3778		ばなむぬ	ikmvoc_3778.wav	名詞				分担金や分担品（村の祭事、台風等で各戸に割り当てられる）			かでぃふつぬ　あとぅんな　ばなむぬー　いだす（台風の後には割り当てを出す）。	ばなむぬー　たるまい　いだはだかー　ならんむぬ（割り当て金は誰もがみな出さなければならないものだ）。																
3779		はなり	ikmvoc_3779.wav	名詞		C		離れ小島	ぱなり		さんしんばなり（三線離れ小島）。																	
3781		はに	ikmvoc_3781.wav	名詞		B		羽根、翼		はにがい	とぅいぬ　はに（鳥の羽根）。																	
3782		はにがい	ikmvoc_3782.wav	名詞				翼		はに																		
3783		はにぐい	ikmvoc_3783.wav	動詞	r/rr語幹			跳ね返る			やきゅーぬ　ぼーるー　はにぐりー　ばぬんかい　うちゃーりーにゃーん　（野球のボールは跳ね返って、ぼくに当たった）。	んきゃーんぬ　っしゃー　っそぅー　まいきゃー　しーるぬ　はにぐりっちゅーたい（昔のトイレは糞をすると水肥が跳ね返った）。																
3784		ばぬー	ikmvoc_3784.wav	代名詞		C		一人称単数代名詞目的格形　私を、ぼくを　［複数形は「ばんちゅー」（「私たちを、僕たちを（聞き手を含まない）」］		ばん、ばが、ばぬんかい	ばぬー　みーる（私を見てください）。	ばぬーぎゃー　まさいてぃどぅ　あい（私はマサイと言います［自分の名前を言う時の言い方］）。																
3785		ばぬんかい	ikmvoc_3785.wav	代名詞				一人称単数代名詞与格　私に、ぼくに　［複数形は「ばんてぃんかい（「私たちに」聞き手を含まない）」］		ばん、ばが、ばぬー、ばぬんかい	ばぬんかいまい　っさひー　ふぃーる（私にも知らせてください）。																	
3786		はばす	ikmvoc_3786.wav	名詞		C		歯茎、歯間			はばすぬどぅ　ふくりゅー（歯茎が腫れている）。																	
3787		はばつ	ikmvoc_3787.wav	動詞	k語幹	C		（職などを）探す、（必要なものを）調達する、工面する	はばふ		すかまう　はばきーくーでぃ（仕事を探してくる）。	からー　むぬ　はばつ　じゅー（彼は物資を調達するのが上手い）。																
5798		はばふ	ikmvoc_5798.wav	動詞	k語幹	C		（職などを）探す、（必要なものを）調達する、工面する	はばつ																			
3788	1	ばばん	ikmvoc_3788.wav	形容詞		B		とても気前の良い；ものにこだわらない；（仕事が）おおざっぱだ			かりゃー　ばばんんまり（彼は気前よしだ、ものにこだわらない）。	かいが　すかまー　ばばんかいばならん（彼の仕事はおおざっぱだ）。																
3788	2	ばばん	ikmvoc_3788.wav	名詞		A		気前の良くふるまうこと			なうゆまい　すぐ　ばばんな　ひー　ひとぅん　ばきーふぃー　うながたまー　にゃーん（なんでもすぐきまえよく分けて、自分の取り分がない）。																	
5790	1	ばふ	ikmvoc_5790.wav	動詞	k語幹	A		湧（わ）く	ばつ	ばき																		
5790	2	ばふ	ikmvoc_5790.wav	動詞	k語幹	A		（お湯が）沸（わ）く	ばつ	ばき																		
5790	3	ばふ	ikmvoc_5790.wav	動詞	k語幹	A		発酵する	ばつ	ばき																		
3789		ばふ	ikmvoc_3789.wav	名詞		C		宮古上布の糸をヤマで整形して、それからカシギにかけて長さを測り、そのあとでバフに巻き、それからツミグルに巻いて織る。ツミグルより大きい糸巻																				
5793		ばふ	ikmvoc_5793.wav	動詞	k語幹	C		（鋸で木を）切る	ばつ																			
3790		ばふうす	ikmvoc_3790.wav	名詞				大きいおすの牛、雄牛			ばふうすんな　がばー　んﾟぬぬどぅ　あい（牡牛には大きな角がある）。																	
3791		はま	ikmvoc_3791.wav	名詞		C		浜、海岸（主として砂浜、海岸の付近で魚や貝がとれるところ）	ひだ		じょ、はまんき　っぞぅ　とぅいが（さあ、浜に魚を取りに（行こう））。	じょー　はまうりが（さあ漁に出よう）。																
3792		はまい	ikmvoc_3792.wav	動詞	r/rr語幹	C		（ものが穴に）はまる			っさびゃー　あなんかい　ずみく　はまりーにゃーん（楔は穴に見事にはまった）。																	
3794		はまうり	ikmvoc_3794.wav	名詞				漁に出ること			きゅーや　かじゃー　ふきー　はまうりゃー　ひらいん（今日は風があって漁に出られない）。																	
3795		はまぐんばう	ikmvoc_3795.wav	名詞			〘植〙	〘植〙アザミ																				
3796		はまだてぃ	ikmvoc_3796.wav	名詞				浜沿い			はまだてぃん　あいきー　いき（浜に沿って歩いて行け）。																	
3797		はまふつ	ikmvoc_3797.wav	名詞				浜辺	はまうつ		はまふつがまんな　なんがまぬ　ぶりーうい（浜のほうにさざ波が押し寄せている）。	はまうつんな　はいまがんがまぬ　うい（浜辺には足の速い蟹（かに）がいる）。																
3798	1	ばみつ	ikmvoc_3798.wav	動詞	k語幹	A		大声を出して騒ぐ、大声を出す、喚く	ばみふ		あいや　ほぅりぎなりや　ばみかん（そんなに馬鹿みたいに喚かない）。	っゔぁがどぅ　ばいかい。まーぬ　ばみかだうり（お前が悪い。大声で騒ぐな）。																
3798	2	ばみつ	ikmvoc_3798.wav	名詞		A		大声を出して騒ぐこと			ほぅりばみつ（バカ騒ぎ）。																	
5799		ばみふ	ikmvoc_5799.wav	動詞	k語幹	A		大声を出して騒ぐ、大声を出す、喚く	ばみつ																			
3799		はむぬ	ikmvoc_3799.wav	名詞		A		刃物																				
3800		はやーす	ikmvoc_3800.wav	動詞	s/h語幹			（植物のつる、雑草などを）繁らせる、繁茂させる		はやらす	びーずん　なるーば　っふぁいや　いりー　んーぎーゆ　はやーす（春先になったので肥料を入れて芋づるを成長させる）。	あっじゃきゃー　ばっしー　っさー　はやーひーにゃーん（畑の端の草刈りを忘れて、雑草を繁茂させてしまった）。																
3801		はやい	ikmvoc_3801.wav	動詞	r/rr語幹	C		（植物が）生い繁る			んーぎーや　あうたんなりー　ういー　はやいー　どぅーい（芋の木（蔓）は青々と生えて蔓は伸び繁っている）。																	
3802		はやい	ikmvoc_3802.wav	動詞	r/rr語幹	C		（疫病、ファッションなどが）流行る			かさがまぬどぅ　はやりゅー（麻疹が流行っている）。	くぬえーがー　んなまどぅ　むいとぅ　はやりゅー（この映画は今とてもはやっている）。																
3803		はやまり	ikmvoc_3803.wav	副詞				さっさと、早く、急いで			はやまり　ふぁい（さっさっと食べろ）。																	
3804		はやらす	ikmvoc_3804.wav	動詞	s/h語幹			（植物のつる、雑草などを）繁らせる、繁茂させる		はやーす	はいかでぃぬ　はやらしばよー（南風が生い茂らすからだよ［古謡「豆が花」から］）。																	
3805		はら	ikmvoc_3805.wav	助数詞				「村」を数えるため助数詞［歌語］			すまんーなぬ　みそぅばらぬ　そぅじゃがまた（島全体の30の集落の先輩たち［民謡「漲水のクイチャー」から］）。																	
3806		はら	ikmvoc_3806.wav	名詞		C		柱			うずんばら　やー（柱を地面に埋め込んだ小屋）。	ぶとぅー　やーぬ　んなかばら（夫は家の大黒柱だ）。	くっそぅ　はらんかい　たでぃー（腰を家の柱に当てる）。															
3807		はら	ikmvoc_3807.wav	名詞		C		（肉体労働等で手などにできた）肉刺（まめ）			はらぬ　いでぃきゃ　はたらつ（マメが出るまで働く）。																	
3808		ばら	ikmvoc_3808.wav	名詞		B		藁			ばらんな（藁綱）。																	
3809		ばらい	ikmvoc_3809.wav	名詞		A		笑い			ゆがばらい（作り笑い）。	ばーっふぃばらい（冷やかし笑い）。	なつばらい（泣き笑い）。	ちゅっふぃばらい（作り笑い）。	すたばらい（見下した笑い）。	はがみばらい（照れ笑い）。	ふからすぎばらい（嬉し笑い）。	ほぅりっじゃばらい（節操のない笑い）。	ほぅりぎばらい（バカ笑い）。	はなすかみばらい（鼻をしかめる笑い）。	かいくんばらい（大丈夫だと言う笑い）。							
3810		はらいっぱい	ikmvoc_3810.wav	成句				腹一杯			ばー　はらいっぱいてぃ　あっじー　あとぅん　っさん　ふいや　ひー　いかっさまい　ふぁう　ひとぅーどぅ　ふぁーん　ふい　ななまかいてぃー　あい（私はお腹一杯と言って後でこっそりといくらでも食べる人を「食べない振り七お椀」と言う）。																	
3811		はらう	ikmvoc_3811.wav	動詞	w語幹	C		（ゴミやほこりを）はらって取る、取り除く			てれびぬ　はなぬ　ぷきゅー　ういひー　はらい（テレビの上のゴミをこれで取り除け）。																	
3812		はらう	ikmvoc_3812.wav	動詞	w語幹	C		（代金、手間賃、給料などを）払う			てぃまーゆ　はらう（手間賃を払う）。																	
3813		ばらう	ikmvoc_3813.wav	動詞	w語幹	A		笑う			みーや　にゃーんきゃ　ばらいーにゃーん（沢山笑った［<目がなくなるまで笑った］）。	わいてぃー　ばらい（うんと笑え）。	からー　ばらうっちゃー　っさん（彼は笑い方を知らない、彼は冗談を理解しない）。															
3814		はらうず	ikmvoc_3814.wav	名詞				親戚［血縁のみを含む］		うとぅじゃ、かたい	はらうず　うぐなーい（親戚の集まり）。［「はらうず」は近親関係。「うとぅじゃ」は義理の関係も含んだ広い意味］。「かたい」は姻戚を表す。	はらうっじゃ　かなすむぬ（親戚は愛おしい）。																
3815		ばらじゃん	ikmvoc_3815.wav	名詞				リーフでの追込み漁の一種			っしん　ばらじゃんぬ　あす　とぅきゃんな　みじゅきぬ　つぶん　あんな　はりゅーとぅいどぅ　っぞぅーぎゃー　がにー　とぅい（リーフで追い込み漁をするときは、瀬と瀬の間の深みに網を張っていてそこに魚を追い込み、（網を）引っ張ってとる）。																	
3816	1	はらす	ikmvoc_3816.wav	動詞	s/h語幹	C		（人を家に）帰す			やらびゅーぎゃー　やーんかい　はらす（子供を家に帰す）。																	
3816	2	はらす	ikmvoc_3816.wav	動詞	s/h語幹	C		（船を）航行させる			ふにゅー　はらす（船を走らせる）。																	
3817		はらふにゃ	ikmvoc_3817.wav	名詞				野にできる野生の大根			くぬいや　はらふにゃまい　みーらいん（最近は野大根も見えない）。	はらふにゃー　んぎゃむぬ（野大根は苦い［辛味があるものも苦いという］）。																
5722		はらふにゃ	ikmvoc_5722.wav	名詞				〘魚〙アミアイゴ																				
3818		はらます	ikmvoc_3818.wav	動詞	s/h語幹			（女性を）妊娠させる、（子供を）受胎させる			みどぅんぬ　はらます（女をはらます）。	みどぅん　っふぁう　はらます（女に子をはらます）。																
3819		はらん	ikmvoc_3819.wav	動詞	m語幹	C		（子）を妊娠する			みどぅんっゔぁー　はらみーどぅー（娘ははらんでいる）。																	
3820		はらん	ikmvoc_3820.wav	名詞		B		魚卵、白子			っぞぅぬ　はらん（魚の体内のタマゴ）。	びきばらん（白子）。	みーばらん（魚卵）。															
3821		はり	ikmvoc_3821.wav	名詞		B		屋根を支える木材、梁（はり）			やーぬ　はり（家の梁）。																	
3822		ばり	ikmvoc_3822.wav	名詞		A		破片			かーらぬ　ばり（瓦の破片）。																	
3823		はる	ikmvoc_3823.wav	名詞		A		春			はるんなりー　んふふ　なりーにゃーん（春になって温くなった）。																	
5721		はる	ikmvoc_5721.wav	名詞		B		畑			きゅーや　はるんきー　んーぎーゆ　いびでぃ（今日は畑に行って芋ずるを植えます）。																	
3824		はるばんやー	ikmvoc_3824.wav	名詞				畑の番屋		はいばんやー	ひーまゆくいんな　はるばんやーん　ゆくー（昼の休みには番屋で休む）。																	
3825		はるやー	ikmvoc_3825.wav	名詞				専業農家			はるやーたー　いんぬ　すかまうぎゃー　ほぅん（専業農家の人たちは漁業はしない）。																	
3826		ばるん	ikmvoc_3826.wav	名詞		B		ススキやサトウキビの穂のふくらみ			ぶーずぬ　ばるん（サトウキビの穂のふくらみ［成長しきると膨らみができる］）。																	
3827		はるんな	ikmvoc_3827.wav	名詞			〘生物〙	〘生物〙カタツムリ			あみぬ　っふぃぬ　あとぅんどぅ　はるんなー　うんそぅく　うい（雨降りの後にカタツムリが沢山いる）。																	
3828		はん	ikmvoc_3828.wav	名詞		B		印鑑			はんぬ　うす（押印する）。																	
3829	1	ばん	ikmvoc_3829.wav	名詞		B		順番、担当；監視をすること			くとぅっさ　はんちょーん　ない　ばん（今年は支部長になる順番だ［自治会の4つの支部の長を班長という］）。	はまばん（浜に行ってカツオの餌になる小魚を取る係り）。	きゅーや　やーばん（今日は留守番）。	うるー　ばんな　ひーうき（これを番しておけ）。														
3829	2	ばん	ikmvoc_3829.wav	名詞		B		いること、滞在すること			やらびあいきゃー　ひとぅいぎゃーみゃーす　いんぬ　ばんあたい（子供の頃は一日中海にいた）。																	
3830		ばん	ikmvoc_3830.wav	代名詞		C		一人称単数代名詞の単独形　私、ぼく　［複数形は「ばんてぃ」（「私たち（聞き手を含まない）」］		ばが、ばぬー、ばー	ばんから　ほぅでぃ（私からやろう）。	ばんとぅ　ひとぅみ　いかでぃ（私と一緒に行こう）。	ばんまい　っさっだん（私も知らなかった）。	うぬ　しゃしんー　うっちゅー　むぬー　ばん（この写真に写ってるのは僕だ）。	ばんつきゃー　かいがどぅ　たかかい（私より彼の方が背が高い）。	うるーぎゃー　ばんかい　ふぃーる（それを私にくれ）。												
3831		はんき	ikmvoc_3831.wav	名詞		B		亀頭	ぱんき		はんきまら（亀頭の出た陰茎）。																	
3834		ぱんきまら	ikmvoc_3834.wav	名詞				陰茎、ちんぽこ	はんきまら																			
3835		ぱんきまらんーた	ikmvoc_3835.wav	名詞			〘植〙	〘植〙イチゴ		ぱんきぬそぅらんーた																		
