WordID	MnID	Wd	SoundFile	PoS	Stem	Accent	Category	Description	Variation	RelatedWords	ExampleSentence																	
3836		はんし	ikmvoc_3836.wav	動詞	母音語幹	A		完遂する、（難しい仕事を）やり遂げる、（借金を）完済する、（登山などに）挑戦しやり切る			んめ　うぬ　すかまー　はんしーだー（もうその仕事はやってある）。	うっかうぎゃー　こんげつひー　はんしらいどぅす（借金をこんげつで完済できる）。	きゅーや　ふじさんぬ　はなんかい　はんしーみーでぃ（今日は富士山の頂上に登ってみるぞ）。															
3839		はんじゃう	ikmvoc_3839.wav	名詞				繁盛、繁栄			かまぬ　きないや　はんじゃうや　ひどぅ　うやきゃー　ほぅー（あそこの家庭は繁栄していて、裕福だ）。																	
3840		はんじゃつ	ikmvoc_3840.wav	動詞	k語幹			（的を）はずす、失敗する	はんじゃふ	はっじゃつ	かにふっじゅ　げんのーひー　うちゃっじゃいきー　はんじゃきーにゃーん（釘を金づちで打とうとして、はずしてしまった）。																	
5800		はんじゃふ	ikmvoc_5800.wav	動詞	k語幹			（的を）はずす、失敗する	はんじゃつ	はっじゃつ																		
3841		ばんじゅーがに	ikmvoc_3841.wav	名詞				直角に曲がった金属製の物差し、大工道具の一つ。指金、曲尺（かねじゃく）																				
3842		はんず	ikmvoc_3842.wav	動詞	zz/dd語幹	A		（的を）はずす、（ひもなどを）切り離す、（動詞連用形について）～するのに失敗する、～損じる		はんじゃつ、はんす	かにふっじゅ　げんのーひー　うっちゃっじゃいき　はんじーにゃーん（釘を金づちで打とうとしてはずしてしまった）。	んﾟなう　かたなひー　はんず（縄を包丁で切り離す）。	むぬー　ふぁいはんじーにゃーん（飯を食い損じた）。	んﾟなう　かたなひー　つーはんず（縄を包丁で切り離す）。														
3844		ばんず	ikmvoc_3844.wav	名詞		A		人生の最盛期、（子育てなどの）忙しい時期、真っ最中			かぬ　ばかむぬー　んなまどぅ　ばんず（あの若者はいまが最盛期だ）。	さらばんず（人生の盛り）。	っふぁむつ　ばんず（子育だての真っ最中）。	ひーまぬ　ばんず（真っ昼間）。														
3845		はんた	ikmvoc_3845.wav	形容詞		A		繁多、忙しい	ぱんた		きゅーや　はんたかいば　ならん（今日は忙しくてならない）。																	
3846		ばんた	ikmvoc_3846.wav	代名詞		C		一人称複数形、私たち		ばんてぃ																		
3848		はんだい	ikmvoc_3848.wav	名詞				鼻をたらすこと、また、鼻水；鼻たれ小僧	ぱんだい	はんだら	はんだいやらび（鼻たれ小僧）。																	
5723		ぱんだい	ikmvoc_5723.wav	名詞				鼻をたらすこと、鼻水；鼻たれ小僧	はんだい																			
3849		はんだま	ikmvoc_3849.wav	名詞			〘果物・野菜〙	〘果物・野菜〙〘食〙水前寺菜［春菊ににた野菜］																				
3850		はんだら	ikmvoc_3850.wav	名詞				鼻たれ小僧	ぱんだら																			
3854		はんちまー	ikmvoc_3854.wav	名詞				いい加減な奴	はんつまー																			
5702		ばんちゅー	ikmvoc_5702.wav	代名詞				一人称複数代名詞「ばんてぃ」の目的格形、「私たちを、僕たちを（聞き手を含まない）　［単数形は「ばぬー」																				
3855		ばんちゅくら	ikmvoc_3855.wav	名詞				グアバ	ばんちくら		やらびあいきゃー　ばんちゅくらう　ゆー　ふぁうたい（子供の頃はよくグアバを食べた）。	ばんちゅくらー　んみーどぅ（グアバは熟している）。	ばんちゅくらう　むい（グアバを捥ぎ取る）。															
3856		はんつ	ikmvoc_3856.wav	動詞	c/t語幹	C		（的を）はずす、（動詞連用形について）～するのに失敗する、～損じる		はんず、はんじゃつ、はんでぃ																		
3857		はんつ	ikmvoc_3857.wav	動詞	cc/tt語幹	C		かじる	はんっつ、はんつー	はんっつ、はんっち																		
3859		ばんつぎー	ikmvoc_3859.wav	名詞				桑の木			ばんつぎーぬ　んーたー　んみーどぅーい（桑の実は熟している）。																	
3860		ばんつぎーぬない	ikmvoc_3860.wav	名詞				桑の実		ばんつぎーぬみー	ばんつぎーぬないや　んめ　んみー　どぅ（桑の実はもう熟している）。																	
3861		ばんつぎーぬみー	ikmvoc_3861.wav	名詞				桑の実		ばんつぎーぬない																		
3862		はんっつ	ikmvoc_3862.wav	動詞	cc/tt語幹			かじる	はんつ、はんつー	はんち、はんっち	っぞぅー　はんっちー　ふぁい（魚を（生のまま）かじって食べろ）。	うぬ　ひんじゃー　なまにー　やいば　はんちゃいん（このヤギは生煮えなのでかみ切れない）。																
3863		はんっつ	ikmvoc_3863.wav	名詞				かじること	はんつ、はんつー	はんち、はんっち	っぞぅー　なまばんっつ　あす（魚を（調理しないで）生のままかじって食べる）。																	
3865		はんでぃ	ikmvoc_3865.wav	動詞	母音語幹	A		（的を）はずす、（動詞連用形について）～するのに失敗する、～損じる	はんじ、はんし	はんじゃつ、はんす、はんでぃ																		
3866		はんでぃ	ikmvoc_3866.wav	動詞	母音語幹	A		はみ出る			からー　たかかいば　もーふから　はっじゃ　はんでぃーどぅー（彼は身長が高いので毛布から足がはみ出ている）。																	
3867		ばんてぃ	ikmvoc_3867.wav	代名詞		C		一人称複数形、私たち		ばんた																		
3868		はんぱむぬ	ikmvoc_3868.wav	名詞				半端もの			すかまー　ひらいん　はんぱむぬ（仕事のできない半端者）。																	
3869		はんまい	ikmvoc_3869.wav	名詞				食糧、食べる物			きばんかいば　きゅーぬ　はんまいまい　にゃーん（貧乏だから今日の食糧もない）。																	
3870		ばんまい	ikmvoc_3870.wav	接尾辞				動詞未然形や形容詞について譲歩を表す、「～ても」		んまい	くーきゅー　いりばんまい　たいやーや　はずまん（空気を入れたのにタイヤが膨まない）。	さきゃー　いかっさ　ぬまばんまい　びゅーいん　さきじゅー　ばりがみ（酒をいくら飲んでも酔わない酒豪だ）。	たかからばんまい　やすからばんまい　なうやらばんまい　かーでぃ（（値段が）高かろうが安かろうが何でも良いから買います）。															
3871		ばんや	ikmvoc_3871.wav	名詞		B		番屋、番小屋			ばんやんかい　やまばん　あすが　いかでぃ（番屋に山番しに行こう）。																	
3872		ひー	ikmvoc_3872.wav	助詞			〘格助詞〙	〘格助詞〙手段、道具を表す格助詞、「で」			うぎんひー　っぞぅー　つふ（銛で魚を突く）。	うますひー　むぬー　はさみー　ふぁう（お箸で食べ物を挟んで食べる）。																
3873		ひー	ikmvoc_3873.wav	助詞			〘接続助詞〙	〘接続助詞〙「や ひー」の形で、コピュラの連用中止法を表す、「で」「なので」			やぐいやひー　やどぅゆん　あす（大声でケンカする）。	やびとぅーんーな　がんじゅーやひー　うらまいんなー（皆さんお元気でいらっしゃいますか）。	とぅずぶとぅばきゃーいやひー　まーいかたー　にゃーん（離婚してどうしようもない）。　															
3874		ひー	ikmvoc_3874.wav	名詞		B		日より、日取り			きゅーぬ　ひーや　やぐみ　じゃうどぅりがま（今日はとてもいい天気だ）。	きゅーぬ　ひーや　やぐみ　じゃう　ひゅーい（今日はとてもいい日取りだ）。																
3875		ひー	ikmvoc_3875.wav	名詞		B		おなら	ぴー		っさ　びー（臭いおなら）。	ひーゆ　ひつ（おならをする）。																
3876		ひー	ikmvoc_3876.wav	名詞		B		女性器	ぴー		ひーゆ　まず（性交する）。	ひーぬ　うい（女性の陰部が興奮して大きくなる）。																
3877		ひー	ikmvoc_3877.wav	名詞		B		ニンニク	ぴー																			
3878		びー	ikmvoc_3878.wav	動詞	z語幹	A		座る			うまん　びじ（ここに座れ）。	うまー　びーまーや　あきーどぅー（ここは座るところは空いている）。																
3879		びー	ikmvoc_3879.wav	接尾辞				（～を主に引き受けて行う）人、（稼ぎ）手、（働き）手			ばんてぃが　やーんな　まうきびーや　たうかーどぅーい（私たちの家では稼ぎ手は一人しかいない）。	つかなうびー（働き手）。	しんどぅー　ふに　はらす　びー（船長は船を走らせる人だ）。															
3883		ひーき	ikmvoc_3883.wav	名詞		A		（戸、壁などで）あいていて向こうが見える穴	ぴーき		やどぅぬ　ひーき（戸の穴）。																	
3885		びーぐじゃ	ikmvoc_3885.wav	名詞				座ったまま中々立とうとしない人（尻の重い人）		びーぐず	からー　んめ　ふーてぃがー　やーんかい　はらっでぃや　ほぅん　むいとぅぬ　びだく　びーぐじゃ（彼はもうきたらもう家にはかえろうとしない尻の重い人だ）。																	
3886		びーぐず	ikmvoc_3886.wav	名詞				座ったまま中々立とうとしないこと、尻の重いこと、ながっちり		びーぐじゃ	まーぬ　びーぐず　あすな、とぅずぬ　まいんかい　はり（そんなにながっちりせずに、奥さんところに帰りな）。																	
3887		ひーさ	ikmvoc_3887.wav	名詞		C		寒さ	ぴーさ	っしさ、びーふ	っぞぅ　すん　びーさ（魚が凍え死にそうな寒さ）。																	
3889		びーずん	ikmvoc_3889.wav	名詞				春先			びーずん　なりー　っさまい　むいとぅ　ういどぅー（春先になって草もとても青々として来ている）。																	
3890		ひーそぅー	ikmvoc_3890.wav	名詞				引き潮			ひーそぅーんな　っしんﾟん　あすが　いつ（引き潮にはリーフに漁をしに行く）。																	
3891	1	びーた	ikmvoc_3891.wav	形容詞		C		（人や場所などが）じめじめして不潔だ		すぷたい	うまー　びーたかいば　ならん（ここはとてもじめじめして不潔だ）。	びーた　やらび（水洟まみれで汚い子）。	あみ　ふーぬ　はいや　びーたかいば　はいらいん（雨降りの畑は水でどろどろで入れない）。															
3891	2	びーた	ikmvoc_3891.wav	形容詞		C		～まみれだ、～だらけだ、（太陽、虫など）あふれている			あしゃー　びーた（汗がびっしょりだ）。	っゔぁ　どぅるー　びーたかいば　かーんきー　あらいくー（お前は泥で汚いから井戸で洗って来い）。	てぃだー　びーた（日がカンカン照りだ）。	あっゔぁー　びーた（脂だらけだ）。	っしゃなさー　びーた（とても不潔だ）。	っそぅ　びーた（糞でまみれている）。	っそぅそぅー　びーたやらび（よだれを垂らした子供）。											
